dream_id,dream_keyword,left
497,ลิงพาย,ผู้ใดฝันว่า ตนและลิงตบตีกัน หรือแน่นอนกำปั่นกัน ทำนายว่า จะได้รับความเผื่อแผ่น้อมให้ มีเรื่องทะเลาะว
504,ละเสาะ,ผู้ใดฝันว่า เดินพลางสำไปในป่าละเสาะ เดินหรือชำใจไปแล่นอยู่ในผลไผ่ ทำนายว่า จะได้รับเศรษฐี ทำมีบ้วย ห
506,ลิ่ม,ผู้ใดฝันว่า ตนแลบลิ่มเลียกิน หรือแลบลิ่มออกมาเลียอาหาร ทำนายว่า จะได้รับความเดือดร้อนใจ หรือมีเรื่อง
507,ลอยคอ,ผู้ใดฝันว่า ตนเองลอยคอขึ้น ปลอยตัวจึงเว่ลายให้กระแสน้ำพาไปข้างหน้าการงานกิจ แสดงคือมีผู้มาช่วยเหลือป
508,ลอยกระทง,ฝันว่าได้ไปลอยกระทง หรือฝันเกี่ยวกับลอยกระทง มีธุปเทียนประดับ ทำนายว่า ถ้าหญิงดวงใสชุ่มชื่นพึง ชายเน
500,ลอยกล,ผู้ใดฝันว่า ตนเองลุกปลิวยุ่งน่าน ย่อมตัวนี้น้ายให้กระแสน้ำท่าไปมากว่าการกบฏโลก และจะต้องมีผู้มาช่วยเ
501,ล้อยกระทง,ฝันว่าได้ไปลอยกระทง พร้อมกันกระทง ล้อยกอล มีภูปเทียนประดับ ทายว่า ร่างกายนั้งชุ่งลอยโข ซายเนื่อง ถ้า
502,ล้องแผ่,หญิงชายใดฝันว่า ได้ลิงแผ่พร้อมลองแนวน ประแสน้ำเรื่อย ๆ ทายว่า จะหมดเศราฟ ชนะขุ่น จะได้บ ชาวตร่างโลกพ
503,ล่าสัตว์,ชายใดฝันว่า ได้ไปล่าสัตว์ และยิงสัตว์ตาย ทำนายว่า จะได้รับความเดือดร้อนในระยะแรก แต่จะมีผลให้ช่วยเหล
505,ลิงพาย (ดูคำว่า พาย อีกรา พ.),""
518,เสื้อย,ฝันเห็นเสื้อย หรือได้รับเสื้อยใส่ ทำนายว่า จะต้อง เปลี่ยนแปลงหน้าที่ หรือการงานใหม่ จึงจะมีลาภ หรือด
510,ล่าเสือดาว,ชายใดฝันว่า ได้ไปล่าเสือดาว และอำเสือดาวข้าง ทำนายว่า จะได้รับความเจือกร้อนในระยะแรก แต่จะมีใผู้พอใจ
509,ลองแพ,ผู้ใดฝันว่า ได้ลองแพหรือนั่งลองแพ กระแสน้ำเรื่อย ทำนายว่า จะหามคราม พ้นทุกข์ จะได้มีชายดีจากเพื่อนผู
511,สากฉุด,ฝันว่าได้ดูดสากฉุดหรือมีคนให้ หรือมีโชค
512,เดินป่าไผ่,หญิงชายได้ฝันว่า เดินเดินไปในป่าไผ่ ผ่านพ้นไปได้ หายป่วย จะมีโชคลาภ ถ้าหักไผ่จนล้ม ทั้งงาน หรือเจ็บใ
513,ล้าง,ฝันว่าได้ล้างหน้าด้วยตัวเอง หายป่วย จะได้เงิน และเกียรติยศคุณ ฝันว่าล้างเท้า หายป่วย จะได้เปลี่ยนแปล
516,ลูกไก่,หญิงชายใดฝันว่า ได้พบลูกไก่แล้ว หรือมีคนให้ลูกไก่ให้ดู มีความหมายว่า การพึ่งดี เจ้าจะมีบุตร หรือลูก 
519,โลงศพ,ฝันเห็นโลงศพหรือใส่ศพ ฝันผี หรือดู หิ้วโลงศพผ่านมา ทำนายว่า จะได้รับโชคลาภใดๆ หรือ เปลี่ยนแปลงหน้าที
514,ลักโมย,หญิงชายได้ฝันว่า คนเอาของลักเลาะหิ้ง เศรษฐี หรือฝันว่าถูกโจรขโมยบ้าน หายป่วย จะมีเคราะห์ที่ป่วยจะหาย
515,ลูยโคลน,(ดูคำว่า 'โคลน' อีกษา ค.)
517,ลูกเขื่อน,ฝันเห็นลูกเขื่อน หรือใส่ลูกเขื่อนแขน หรือลูกเขื่อนพ่วง ทำนายว่า จะได้รับความเป็นสิริมงคล ปราศจากภัย 
520,ลูกปลา,ฝันว่าใครเอาลูกปลากินกับเม็ดเล็ก ๆ สีดำ ๆ มาโปรยใส่ตัวเรา ทำนายว่า จะมีเคราะห์ หรือลูกคนใส่ร้าย
521,เขื่อน,ฝันว่าดูเขื่อน หรือตักดินสร้างเขื่อน หมายถึงการดำเนินงานจะมีผล หรือตกในเรื่องโกรธความยุ่งยาก ผู้ที่ก
522,หัวล้าน,ฝันว่าศีรษะคนเป็นล้าน หายป่วย จะหายจากการฝันร้าย หากเป็นตำรับไทยแล้ว ความหมายเป็นดี เคราะห์และอุปสรร
524,สาม,ฝันว่าสามและขาดกิน หรือฝันว่าคิดใน ทำนายว่าจะใจดี มีการฮีดให้ไว สำเร็จ ในขั้นแรกจะมีปัญหายาก แต่เจ้า
525,ละครง,ฝันว่าละครงหรือละครที่รื่นเริง หรือสนุกสนาน ทำนายว่า จะบันเทิงใจ และจะได้รับความสุขสนุกร่วม
526,ลูกปืนใหญ่,ฝันเห็นลูกปืนใหญ่จะยิงได้ลูกปืนใหญ่ของปืนเก่า ทำนายว่า จะมีชื่อเสียง หรือมีงานสำคัญเป็นที่ดัง กำลังไ
533,ว่ายน้ำ,หญิงชายใดฝันว่า ว่ายน้ำเก่งแล้ว หรือว่ายน้ำตื่นไปได้ ทำนายว่า จะหนีเคราะห์ที่หลีกเลี่ยงได้ ถ้าหน้าฝน
527,ลูกข่าง,ฝันเห็นลูกข่างกำลังหมุน หายป่วย ลำบากและยุ่งยากในหน้าที่การงาน แต่จะมีโชคดี เจ้าจะยุ่งวุ่นวายแก้ปัญห
528,เล็บ,ฝันว่าตัดเล็บตนเอง ถ้าตัดเล็บมือ หายป่วย จะหายเคราะห์ หรือหายจากโรคเจ็บป่วย จะมีความสุข ถ้าตัดเล็บเท
530,แว่นตา,หญิงชายใดฝันว่าใส่แว่นตา หรือความผิดพลาดเรื่องดวงตา จะได้รับเคราะห์ หรือความผิดหวังเกิดขึ้น จากนั้นก
531,วัง,ฝันเห็นวัง เป็นความฝันที่ดี ผู้แลจะได้ยศศักดิ์ที่ดี หรือตำแหน่งสูงขึ้น ถ้าประกอบการค้าจะมีผลกำไรมาก
532,วงเวียน,ฝันว่าเดินรอบวงเวียน หรือเอาเท้าเปื่อนในพื้นที่แห่งหนึ่ง ทำนายว่า จะได้รับเดือดร้อนจากคำพูดที่มีอันต
534,เรือง,หญิงชายใดฝันว่า ตกลงมหาสมุทรแล้วแกว่งได้ ทำนายว่า จะได้รับเคราะห์ใหญ่ในทางเสียเลือด มีคนนิ้วพาไปสู่อ
535,"วัด, วิหาร",(ดูคำว่า ใบเสด็ก อักษร น) วงกด ฝันว่าได้เดินขึ้นไปบนเขาวงกด เป็นเท็งคอง คดมา หายว่า งานที่คิดไว้แล้ว
537,เวที,ฝันเห็นเวทีการแสดง หรือฝันตัวเองได้ขึ้นไปแสดง อะไรอย่างหนึ่งบนเวที ทำนายว่า จะถูกหลอกหลงหรือให้โกหก 
538,ว่าว,ฝันว่าคนเอาดาบมาให้ หรือผมได้ดาบ ทำนายว่า จะหมดเดือดร้อน และสำเร็จการงาน ภายหลัง
539,วิ่ง,ฝันว่าคนเอาไปอยู่ลงดีเท่าไหร่ หรือแค่ วิ่งตาม ทำนายว่า กำลังเป็นคนเจือจางจากโรค แต่กำลังเข้าขั้น หึง
540,เรียนหนังสือ,ฝันว่าได้ไปเรียนเขียนหนังสือหรือ หายปวดเศีรษะจากโรคปวดหัวเป็นฝันดี ทำนายว่า จะได้รับเกียรติ เสียงดีด
541,"ว่าย, วิทยา",ฝันว่าได้ศึกษาว่ายหรือวิทยาการอย่างหนึ่ง หมายว่าจะได้รับปัญญาจากเพื่อนฝูงหรือถูกทำให้เฉลียวฉลาด เพื่
543,ศพ (ดูคำว่า 'ลงศพ' ในอักษร ล.),""
546,กบราหรูป,หญิงชายใดฝันว่าได้เห็นกบราหรูปนั้น ฝันนี้เป็นนิมิตดีจะมีอำนาจปกครองผู้ใต้บังคับบัญชาหรือผู้อยู่ภายใต
542,ศาลา,หญิงชายใดฝันว่า ได้เข้าไปนั่งเศยในศาลา กำลังใหญ่ หมายว่า จะได้รับความสุขสบาย และครอบครัวจะอยู่ดี กิน
544,ศีรษะ,หญิงชายใด ฝันเห็นว่าก็ศีรษะของตนเอง เช่น ฝันว่าเอาน้ำไปหดศีรษะหรือแปรงศีรษะ หมายว่า จะมีญาติสมาคม หร
545,ศาลพระภูมิ (ดูคำว่า 'ศาลเจ้า'),""
547,เศร้าโศก,หญิงชายใดฝันนั้น เศร้าใจหรือเศร้าโศก ต้องกลับฝัน หมายว่า จะได้รับโชค หรือสิ่งมีค่าจากคนใกล้ชิด
548,ศิลา,ฝันเห็นแท่งศิลา หรือก้อนหินใหญ่ คือ ศิลาบุคคล หมายว่างานที่ตั้งใจว่าจะทำให้สำเร็จมีอุปสรรค หรือจะมีโ
549,ศีล,ฝันว่าตนเองได้เข้าไปรับศีล พึงกลับฝัน หมายจึงดี หมายว่า จะหมดอุปทวะ หรือจากโรคภัยหาย จะได้งานดีและกำ
551,เครื่องโทรม,ฝันว่า ได้รับเครื่องโทรม หรือเปื้อนเศษอาหารกินจานที่พังพอพอ หมายว่า จะได้รับเคราะห์จากการป่วยเจ็บ หร
552,ศัตรู,ฝันเห็นศัตรูตน หรือมีศัตรูมาทำร้าย หรือต้องสู้กับศัตรู หมายว่า จะหมดเคราะห์หรือหายจากโรคที่ทำให้ปวดแ
553,เศรษฐี,ฝันว่าตนเป็นเศรษฐี เป็นความฝันร้าย หมายว่าจะมีเคราะห์ หรือป่วยเจ็บ
554,สรวง,หญิงชายใดฝันว่าได้ยินเสียงสรวงดัง หมายว่า จะเป็นนิมิตเสริมเกษม จะได้เลื่อนตำแหน่งยศยิ่งขึ้น หรือสำคั
555,สวดมนต์,หญิงชายใดฝันว่า ได้นั่งสวดอ่านคาถา หรือกำลังคุมภาวนา หมายว่า เป็นนิมิตเด่น จะหมดทุกข์และหายจากโรคภัย
558,สมาธิ,หญิงชายใดฝันว่าได้ไปกิจกรรมสงบลงไฟหรือการปฏิบัติที่สงบอย่างสมาธิกรรม หมายว่า จะเปลี่ยนแปลงหรือโยกย้า
560,สมอเรือ,หญิงชายใดฝันว่า ได้เห็นสมอเรือทิ้งลงน้ำ หมายว่า การที่คิดไว้จะไปสำพร้อง หรือจะได้รับข่าวร้าย รางกายต
561,สมุด,ฝันได้ว่าจับสมุดเขียน หนังสือ หรือบันทึก หากเขียนใส่กันในข้อนั้น หมายว่า จะได้รับข่าวดีจากพี่น้องหรื
563,สร้าง,ฝันถึงสิ่งปลูกสร้าง หรือว่าสร้างบ้านในที่ดิน ของตน หมายว่า จะต้องเดินทางไกล และอาจประสบอันตรายได้
556,สถานี,หญิงชายใดฝันว่าได้ไปรอสถานีรถไฟเพื่อเดิน หมายว่า จะได้มีโมทนาคารหรือเดินทางจากการเสียเงินเพื่อประโยช
557,สตรี,ชายใดฝันว่าได้พบสตรีแปลกหน้า และได้พูดคุยกัน หมายว่าจะได้รับข่าวดีทางฝ่ายมารดาหรือจากเพศตรงข้าม ในทา
559,สบู่,หญิงชายใดฝันว่า ได้เห็นหรือได้ใช้สบู่ รางกาย หมายว่า จะได้รับข่าวดีจากญาติมิตรทางไกล หรือมีการโอกาสป
564,สายสิง,หญิงชายใดฝันว่า มีผู้นำสายสิงมาให้ หรือเอาสายสิงไว้ในกิ้งแขน หมายว่า จะต้องเสียเงิน หรือย่อมเดือดร้อ
562,สวน,หญิงชายใดฝันว่า ได้เดินเล่นอยู่ในสวนสวยงามนั้น หมายว่า จะหมดเคราะห์ ที่เจ็บจะหาย ซึ่งก็จะคลาย และจะไ
565,สายสร้อย,หญิงชายใดฝันว่า ได้สวมสายสร้อยคอ หรือสร้อยข้อมือ หมายว่า จะได้พบเพศตรงข้ามที่พึงพอใจ ถ้าเป็นหญิงมีคร
571,สำปา,ดูคำว่า 'เรือ' อีกครั้ง
568,เสาเงิน,ฝันว่าเห็นเสาเงินหรือเสาทอง หรือเจ็บเก็บตัวจะเก็บไว้สำหรับผู้ที่สำคัญ หมายว่าจะได้เงิน หรือจะมีเพื่อ
569,เสาเรือน,ฝันว่าเสาเรือนในบ้านกำลังล้ม หรือพึ่งล้ม เสาเรือนแตกหักเสียหาย หมายว่า จะต้องระวังเคราะห์ หรือมีความ
570,เสื่อผ้า,ฝันว่าได้ความเสื่อผ้าใหม่ หมายว่า จะพ้นจากโรค ถ้าฝันว่าได้ทอเสื่อผ้าออกจากบ้าน หมายว่า จะมีข้าวปลาอา
572,แส้,ดูคำว่า 'แซ่' อีกครั้ง
573,แม่ลิง,ฝันเห็นแสดงเป็นลางราย หรือจะจน หรือยา จะได้รับการเปลี่ยนแปลงหน้าที่ หรือโอนย้าย หรือมีคนจะแยกออกไป
574,สาก,หญิงชายผู้เห็นสากค้ำบ้านก็ดี หรือจงเจง หรือยา หญิงใจดีจะได้พบหรือเจอคู่ในเครื่องแบบ หรือจะได้น้อง ขอ
575,สายสัญญาณ,ฝันว่าจับต้องสายสัญญาณที่ฟ้าแรงบิน หรือฝันว่าผู้ใหญ่เอาสายสัญญาณมาคล้องคอ แสดงถึอ เขียน มีเมตตากรุณา
576,สารถี,ฝันเห็นสารถีขับรถมา หรือเห็นรถเทียมลาน ว่าดี มีผู้ขับที่ใส่เครื่องแต่งกาย ทายว่า จะได้เลื่อนตำแหน่งท
577,สายสะพาย,(ความหมายอย่างเดียวกับ สายพราน)
578,ส่องกระจก,ดูคำว่า กระจก อีกครั้ง
579,กระรอก,ฝันว่าจับลูกของแมลงวันอกใส่จากที่ใดแห่งหนึ่ง นับเป็นความดีใสใข้าใจ ทายว่า จะได้ฉลากหรือในเงินจากการเ
580,สีดา,ฝันเห็นสีดาหรือใส่เครื่องสีดา หรือกิ่งดาวนาง ใหญ่ ทายว่า จะต้องเดินทางไกล หรือมีเรื่องยุ่งยากหรือร้า
581,สุกร,ฝันเห็นสุกรหรือใครเอาสุกรมาใส่เครื่องใส่อื่น ใส่สายโซ่หรือนำมาผูกหลุกไก่ใน ทายว่า จะได้รับโชคลาภ จาก
599,หนอน,ฝันว่าได้จับหนอน หรือมีหนอนบุกใส่ข้าเมือง จากกายเวล หรือค้นต้นในนา หรือตามสักได้สู้กาน ทายว่า จะได้ล
596,หมู,หญิงชายได้ฝันว่าได้ฆ่าหมู หรือเชือดคอหมู ทายว่า จะได้รับความเดือดร้อน ต้องโอกาสย้ายที่อยู่หรือที่ทำง
588,เสียงชี,ฝันเห็นเสียงชี หรือได้ยินเสียงป่างใส่ในกลางแปลง ทายว่า เป็นความสุขดี จะได้รับเสื่อมหรือความแห่งรักดี
583,สังกะสี,ฝันเห็นแผ่นสังกะสี หรือผังกะสีหรือสังคราม ชิ้นใหญ่หรือบิ่นรู ทายว่า จะเสียชีวิตหรือเจ็บร่างกายในเวลา
584,สระ,ฝันว่าเข้าไปเล่นน้ำลอยอยู่ในน้ำ หรือให้นางกิ่งลดน้ำ ลอยน้ำ ทายว่า จะหมดโครงข่าย หรือได้รักษาโรคภัย จ
585,เสียงวิด,ฝันว่าได้ยินเสียงวิด หรือวิดวิด หรือนึก คนว่ากระแสแรงเผ่าหน้าไป ทายว่า จะต้องเสื่อม มีความยาก หรือมี
586,ใส่เหรียญ,ฝันว่าใส่เหรียญ หรือโยน หรือคำรน ทายว่า จะได้ลาภจากการเสี่ยงโชค หรือลาภทางการค้าขายที่ขายได้ขาย
590,สุบ,ฝันว่าสุบบุกไผ่ ปลายให้แล้วแหลม ทายว่า จะได้ให้ช่วยชาติ หรือความเสียหายเสียใจรอย หรือเศร้าเศร้าใจที่
591,สมใจ,ฝันว่าได้ไปงานสมใจ หรือใบงานประสำ ใหม่ คนมีความคิดจะคิดมากจากกบกับผีโดด ทายว่า การที่คิดไว้จะสำเร็จ 
592,แสง,ถ้าฝันเห็นแสงสว่างใส่ห้องแปลเจียม ไม่ใช่ที่กิ่งจิรันปอยุ่งเร่งเรื่อง ครอบครัวจะสุข กิการสว่างดี
597,หนวด,ฝันว่าได้เห็นหนวด หรือโกนหนวดที่ยาว ทายว่า จะต้องมีปากเสียกับคนในบ้าน หรือในที่ทำงาน
587,สายตะพาย,ฝันว่า เอาสายตะพาย หรือเชือกใหม่ จูงเก่า จูงว่าหรือถือที่บีบในมือ ทายว่า จะได้รับข้าวของดีจากทางไกล 
589,สลัก,ฝันว่าสลักหรือแกะสลักรูปใน ทายว่า จะได้เสี่ยงแม้นมิหรือการงานใหม่ และสุขในงานที่กำลังทำ ฝันเจียมหรือ
593,หงอนไก่,ฝันเห็นหงอนไก่หงอนแดงจัด หรือดก หงอนไก่ ทายว่า จะได้รับภัยตรายจากไฟ หรือปฏิเพ้ มีอะไรจะได้รับความตื่
628,อนุสาวรีย์,ฝันเห็นอนุสาวรีย์ หรือรูปปั้น หรือสถานที่ศักดิ์สิทธิ์ หมายว่า จะได้รับข่าวดีจากญาติมิตร หรือจะได้เลื
629,อินทรีย์,ฝันเห็นนกอินทรีย์ หรือนกใหญ่ บินมาใกล้ หรือมีเงี้ยวตัวเองโดยไม่เกรงกลัว หมายว่า จะได้เกียรติ หรือได้
601,หนำ,ฝันว่าตมมองคำหนำ หรืออดชริงเดิงอินหนำ หรือให้นำคี่งเดิงคงเย่น หรือตามตรากนิรา ท่านจะหมดเครายก์ หรือจ
602,ใหญ่,ฝันว่าเห็นสิ่งใหญ่ หรือสิ่งของขนาดใหญ่ สัตว์ใหญ่ หรือจากการใหญ่โต หมายว่า จะได้รับความสำเร็จ
603,ห่วง,ฝันเห็นห่วงทอง หรือห่วงเหล็ก หรือสร้อยทอง กำไลแท้ หมายว่า จะได้บุตรจากคนดี หรือจะมีโชคดี
604,หวาย,ฝันว่าทำเครื่องด้วยหวาย หรือเก็บหวาย หมายว่า จะหมดเสาะห์ หรือพ้นจากโรคภัยไข้เจ็บ หรือจะมีลาภ และจะมี
605,หลุม,ฝันว่าเดินตกลงไปในหลุมอุโมงค์ หรือหลุมดิน กระรอกแต่กรีงอยู่ในหลุม หมายว่า จะหมดเสาะห์ หรือพ้นจากโรคภ
606,ห่านไก่,ฝันว่าได้รับห่านหรือได้กินห่านไก่ หมายว่า จะได้ลาภจากการเสี่ยง หรือลาภจากการค้าขาย
608,หัวค้าน,ฝันเห็นคนหัวค้านผ่านทาง หรือเก็บแก้วใส หมายว่า จะได้รับความเดือดร้อนเป็นร้อนใจจากเพื่อนบ้านหรือคนในบ
609,หางกระรอก,ฝันว่าถูกกระรอกกัด หรือเห็นหางกระรอก หมายว่า จะเป็นที่รัก หรือขอใจกัน ทำให้เกิดความสุขในครอบครัว
610,หัวหมู,ฝันเห็นหัวหมู หรือเครื่องปรุงอาหาร หรือหมูย่าง หมายว่า จะได้รับโชคจากการซื้อ หรือได้เลื่อนตำแหน่งในก
611,กิงห้อย,ฝันเห็นกิงห้อยมีแสงเรือง จ ที่หนี บินกินมากเป็นคลื่น ทายว่า จะได้รับโชคในด้านหนึ่ง หรือเกียจกับไก่โช
612,เหรียญเงิน,(ดูคำว่า 'สตางค์' อีกนง ด.) หมผ้า ฝันว่าตนเองได้หานสกุลเงินไทย ในฝันานนั้น ผ้าใหม่ ทายว่า จะได้รับข่
613,หงส์,ฝันเห็นหงส์หรือห่านในสระ เป็นหงส์เผือกเดียว หมายว่า จะได้รับโชคลาภ ถ้าเป็นผู้ชาย จะได้รับข้าวของหรือ
620,หวีผม,ฝันว่าหวีผมเป็นเลือด ถ้าฝันในเวลากลางวัน หมายว่า จะเสียใจถึงเลือดออก ถ้าฝันในเวลากลางคืน หมายว่า คนร
618,หม่อน,ฝันเห็นหม่อนข้างทาง หรือฝันว่าเก็บหม่อน หรือไปซื้อหม่อน หมายว่า จะได้สมหวังในเนื้อคู่ หรือจะได้ลาภแล
621,แหวน,หญิงชายใดฝันว่า ได้สวมแหวนทอง หรือแหวนเพชร หมายว่า ที่เป็นโสดจะได้พบคู่ใจ ที่มีแฟนหรือมีครอบครัวก็จะ
622,แหวนหาย,หญิงชายใดฝันว่า ทำแหวนหาย หรือถูกคนเอาแหวน หมายว่า จะเสียคนรัก หรือมีข้อพิพาทในครอบครัว
615,หนังสือ,ฝันว่าได้เขียนหนังสือ เป็นการพิพากษา จะได้รับชัยชนะในเรื่องใดเรื่องหนึ่งที่กำลังถกเถียงกัน ผู้ที่ฝัน
616,หนูสีน,ฝันว่าเป็นหนูหึงลูกกล้วยหนึ่งท่วงเงิน พากษา จะได้มีพายุหรือเสียงลิง ทำในสิ่งที่นั้นได้ไม่ง่าย พากษา 
619,เหรียญ,(ดูคำว่า 'เงินทอง' อักษร ง)
617,หน่วย,ฝันว่าถูกหน่วยราชการ หรือหน่วยต่างๆ หมายว่า จะได้รับเกียรติ หรือถูกคนสนใจ
623,ฟิงท้อย,ฝันเห็นฟิงท้อยตัวเดียว ทายว่า การติดใจ จะลมหาง โชคลาภก็ลั่งจะมา
624,กิ้งก่าเล็ก,ฝันว่าดูแลกิ้งก่าเล็ก หมายว่า จะมีการเปลี่ยนแปลงในด้านดี
625,เหาะบิน,ฝันว่าตนเหาะบินไปในอากาศ หมายว่า จะมีเคราะห์ หรือมีเรื่องกวนใจ แต่จะผ่านพ้นไปได้
626,อ่าง,ฝันว่าลงไปในอ่างน้ำ หรือเอาข้าวของใส่ลงในอ่างน้ำ หมายว่า จะหมดเคราะห์ที่เก็บไว้และจะมีความสุขมาแทน
627,อิฐ,ฝันว่าได้วางอิฐเป็นกำแพง หรือขนอิฐ หรือเดินไปบนอิฐก้อนใหญ่ หมายว่า จะได้รับโชคลาภจากสิ่งก่อสร้าง
461,ยุคเข้,ฝันว่าได้ยุคเข้มากินและแสดงความยินดี จะได้รับเกียรติหรืออำนาจจากงานวามสำเร็จ และมักจะเปลี่ยนแปลงฐานะ
634,อำนาจ,ฝันว่าได้อำนาจนั่งที่สูงส่อง เป็นความหวังดีมีมงคล มงคลแก่ตัว แต่ถ้าเป็นการนั่งไปมาไม่มั่นคง จะมีเศร้
636,อุจจาระ (ดูคำว่า 'ขี้' อีกหน้า 1),""
637,อาจารย์,ฝันว่าอาจารย์ออกบวชเป็นพระแล้ว ทำนายว่าจะได้รับโชคจากเจ้านายใหญ่ ถ้าฝันว่าอาจารย์เป็นคนของตน ทำนายว่
639,อาทิตย์,ฝันเห็นพระอาทิตย์ ทำนายว่าจะได้ลาภหรือได้รับข่าวดีจากคนไกล ทำนายว่าผู้ฝันจะได้ลาภจากการค้าขาย หรือฝั
640,ฮูก (โบฮูก),ฝันเห็นฮูกหรือได้รับข้าวทางไกลจากมิตรสหาย
641,ฮ่องเต้ (จักรพรรดิ),ฝันเห็นฮ่องเต้ในฝัน ทำนายว่าจะได้ลาภใหญ่หรือได้เลื่อนตำแหน่ง
643,กิ้งก่า,เป็นความฝันดี ผู้ฝันจะได้ลาภผลอย่างรวดเร็ว
28,ข่าวสาร,ฝันว่าได้รับฟังข่าวสารกะทันหัน หรือข่าวนั้นทำให้สะดุ้งตกใจตื่นขึ้นจากฝัน ทายว่า ผู้นั้นจะได้รับข่าวห
37,ขนตา,ฝันว่าขนตาตนเองงอกงาม ทายว่าจะเป็นนิมิตรมงคลสำหรับคนทุกคน เป็นหญิงจะได้รับชื่อเสียงและการยกย่องไปในท
16,กระบอก,ฝันเห็นกระบอกไม้ไผ่ หรือท่อนไม้เป็นลำใหญ่ ๆ สำหรับตัดมาทำกระบอก ทายว่า จะได้รับอุบัติเหตุจากการเดินท
642,พระอาทิตย์,อีกนัยหนึ่งว่าพระอาทิตย์ตก หรือฟ้าฟ้า เป็นความฝันดีและได้โชคทางการเสี่ยงและการลงทุน
644,ฮี,ให้นึกถึงเสียงฮี หรือเสียงร้องแล้ว ทำนายว่าอาจมีทั้งข่าวดีและข่าวร้าย
42,ควาย,ฝันเห็นควาย เดินเข้ามาเดินเพ่นพ่านอยู่ในเขตบ้าน หรือเห็นวัวควายฝูงใหญ่กลางทุ่งนา ทายว่า จะได้รับข่าว
55,คู่รัก,ฝันเห็นคู่รักหรือคนรัก ได้มีการกอดรัดพูดคุยกันในฝัน ทายว่าจะต้องพลัดคู่จากกัน หรือมีอุปสรรคมาขัดขวาง
138,ซองจดหมาย,ฝันเห็นซองจดหมายหรือได้รับซองจดหมายสีขาว ทำนายว่า จะได้รับเลื่อนตำแหน่งหน้าที่การงานหรือการทำสัญญาว่
149,แดด,ฝันว่าเดินตากแดด อาบแสงแดดใส่ตัวเอง หรือเหงื่อออกเหนื่อยตัว ทายว่า จะได้รับเคราะห์หรือป่วยเจ็บ หรือไ
94,เจ้าที่,ฝันเห็นเจ้าที่ในศาลเจ้าอยู่หรือรูปเทพรักษา หรือรูปปั้นต่างๆ ภายในศาลเจ้าหรือในวิหาร ทายว่า จะหมดเครา
105,จับปิ้ง,ฝันเห็นจับปิ้ง (เครื่องประดับที่สวยของเด็กหญิง ทำด้วยเงินหรือทอง) ที่อยู่กับเด็กหญิง หรือหญิงได้รับเ
153,เดินทาง,ฝันว่าได้เดินทางไปในกลางทะเลทรายหรือป่ารก ทายว่า จะได้รับเคราะห์จากญาติพี่น้องที่อยู่ไกล หรือจากเพื่
118,ช่อดอกไม้,ฝันเห็นช่อดอกไม้ หรือดอกไม้ที่ปักในแจกันเป็นช่อ มีใบอยู่ที่ต้น ทำนายว่า จะได้รับข่าวมงคลจากญาติพี่น้
165,ตกใจ,ฝันว่าได้รับภัยอย่างใดอย่างหนึ่งทำให้ตกใจตื่น ทายว่า จะได้รับข่าวร้ายจากญาติทางไกล ถ้าฝันนั้นไม่เป็น
183,ตะกวด,ฝันเห็นตะกวดหรือเหี้ย เข้ามาอยู่ในบ้าน ความฝันนี้ทายว่า จะมีคนนำลาภหรือสิ่งของมาให้ (ตรงกันข้ามกับที
201,"แตน, ต่อ",ฝันว่าถูกแตนหรือต่อต่อยกัด เป็นฝันไม่สู้ดีนัก ทายว่า ผู้ฝันจะมีศัตรูร้าย ทำให้พลัดที่อยู่หรือโยกย้าย
212,ถ้วย,ฝันเห็นถ้วยน้ำและถ้วยข้าว หรือตนเองถือถ้วยน้ำ ทายว่า สิ่งที่คิดไว้ว่าจะเป็นผลสำเร็จ หรือจะได้รับโชคล
408,ฟัน,หญิงชายใดฝันว่า ฟันตนหัก ถ้าฝันเป็นหญิง หมายว่าจะเสียสามีหรือคนรักข้างล่างปีหน้า ถ้าฝันเป็นชาย หมายว
394,หุ่น,ฝันเห็นหุ่นใหญ่เล็ก หรือหุ่นยนต์ ทำนายว่า จะถูกหลอกลวง หรือต้องเสียทรัพย์ หรือมีฐานะจะต้องถูกโจรกรรม
395,พายเรือ,หญิงชายใดฝันว่าพายเรือไปจากฝั่งหนึ่ง หรือพายเรือผ่านสายลม หมายว่า จะได้รับโชคดีจากการทำกิจกรรม หรือก
398,เพชรพลอย,หญิงชายใดฝันว่า ได้เพชรพลอยใส่เก็บไว้ หรือได้เก็บแสงประกายของเพชรส่องแสงใส หมายว่า หญิงมีครรภ์จะได้บ
239,ทับทิม,ฝันเห็นทับทิมมีลูกเก็บเอามาแกะมาทาน ทายว่า สตรีมีครรภ์จะได้บุตรหญิง หรือจะได้โชคลาภจากเพศตรงข้าม จะม
431,เมา,ฝันเห็นเมาเหล้า ทายว่า กำลังอยู่ในเคราะห์ดิน มีเรื่องทุกข์ร้อน แต่จะมีมิตรแท้ใหญ่มาช่วยเหลือ ให้หาคน
246,โทรศัพท์,ฝันว่าได้โทรศัพท์ หรือได้พูดคุยกับคนที่จากไปไกลและกลับมาพบกัน ทายว่า จะได้รับข่าวร้ายทางไกล หรือญาติ
