dream_id,dream_keyword,dream_interpretation
491,ราชา,ฝันเห็นพระราชา (ตามความเข้าใจในปัจจุบัน) หรือราชาการสำคัญเศรษฐี ทำนายว่า ข้าราชการจะได้เลื่อน ตำแหน่งหรือศักดิ์ศรี จะทำการดีได้ขยายดีการออกไปได้อย่างงาม
492,ราชสีห์,ฝันเห็นราชสีห์ (รูปปั้น หรือมีชีวิต) เหยียบย่างหรือว่าได้กิมเจ้า ทำนายว่า ผู้นั้นจะเลื่องอำนาจ เลื่อนยศเลื่อนตำแหน่ง ถ้าเป็นเจ้าของมัตราวาสี ทำนายว่า จะเกิดช่วงส่องมีนาถเก่าแก่ตรงคล
493,ริมฝีปาก,ฝันถึงริมฝีปาก หรือริมฝีปากของตนเอง ว่าบาดเจ็บหรือเป็นแผลบาดเจ็บ ทำนายว่า จะเกิดความแตกต่าง แก่การระยำหรือคนรัก ถ้าเป็นเจ็บในฝัน ทำนายว่าจะเลื่อนชั้น
494,ร้องรำทำเพลง,ผู้ใดฝันว่า ได้ร้องรำทำเพลง ภายในมหรสพ จะเกิดเดือดร้อนถึงยามท้อง พร้อมรำพิงกับผู้หญิงหรือมีการพบอุปสรรคอย่างรุนแรง
495,รุมราม,ฝันว่าเริ่มรักษ์คนใดคนหนึ่ง ทำนายว่า คนๆ นั้นกำลังคิดหรือกุลิจิตระคาดความหวัง จะได้รับความเดือดร้อน ผู้ที่ใครมาเรียกขึ้นเล่า ทำนายว่า ตัวเราเองจะเดือดร้อนหนัก
496,ลิง,ผู้ใดฝันเห็นลิงหรือลูกลิงเล็กๆ ได้เอื้อม ต้นไม้ ทำนายว่า จะได้รับความเดือดร้อนจากเด็กๆ ภายในบ้าน
497,ลิงพาย,ผู้ใดฝันว่า ตนและลิงตบตีกัน หรือแน่นอนกำปั่นกัน ทำนายว่า จะได้รับความเผื่อแผ่น้อมให้ มีเรื่องทะเลาะวิวาท ถ้าฝันว่าได้กินลิงแรงเร่งขาดหรือชิ้น จะได้รับการเจริญป่วย หรือเสี่ยงเงินเสียทอง
499,เลือด,ผู้ใดฝันเห็นเลือดของตนหรือเลือดออกมาจากร่างกายตน ทำนายว่า จะหมดเศรษฐี และจะได้รับข่าวดีจากพี่น้อง ถ้าฝันว่าได้กับเลือดมาสด ทำนายว่า จะได้เงินจากการเสี่ยง หรือการพนัน
500,ลอยกล,ผู้ใดฝันว่า ตนเองลุกปลิวยุ่งน่าน ย่อมตัวนี้น้ายให้กระแสน้ำท่าไปมากว่าการกบฏโลก และจะต้องมีผู้มาช่วยเหลือปกปรอง และจะได้รับความสำคัญโลก
501,ล้อยกระทง,ฝันว่าได้ไปลอยกระทง พร้อมกันกระทง ล้อยกอล มีภูปเทียนประดับ ทายว่า ร่างกายนั้งชุ่งลอยโข ซายเนื่อง ถ้าเป็นชายจะได้ย่ามตำแหน่งหนาที่ที่พึงต้อ
502,ล้องแผ่,หญิงชายใดฝันว่า ได้ลิงแผ่พร้อมลองแนวน ประแสน้ำเรื่อย ๆ ทายว่า จะหมดเศราฟ ชนะขุ่น จะได้บ ชาวตร่างโลกพื้องมงแลสูญา่วีโลกราคารักไปโลก ลาภะมีมาทาแจ่ง
503,ล่าสัตว์,ชายใดฝันว่า ได้ไปล่าสัตว์ และยิงสัตว์ตาย ทำนายว่า จะได้รับความเดือดร้อนในระยะแรก แต่จะมีผลให้ช่วยเหลือ หรือชายให้ภายณะคนสกุลการแห่ง
504,ละเสาะ,ผู้ใดฝันว่า เดินพลางสำไปในป่าละเสาะ เดินหรือชำใจไปแล่นอยู่ในผลไผ่ ทำนายว่า จะได้รับเศรษฐี ทำมีบ้วย หรือคนภาคในป้าอราธรั้นแล้วราบที่เจ็งไปแผน
506,ลิ่ม,ผู้ใดฝันว่า ตนแลบลิ่มเลียกิน หรือแลบลิ่มออกมาเลียอาหาร ทำนายว่า จะได้รับความเดือดร้อนใจ หรือมีเรื่องทะเลาะวิวาท ถ้าฝันว่าได้กับลิ่มตนเองชาดหรือดูดพิ่น จะได้รับการเจ็บป่วย หรือเสียเงินเสียทอง
507,ลอยคอ,ผู้ใดฝันว่า ตนเองลอยคอขึ้น ปลอยตัวจึงเว่ลายให้กระแสน้ำพาไปข้างหน้าการงานกิจ แสดงคือมีผู้มาช่วยเหลือปกครอง หรือจะได้รับการเข้าต่ำได้
508,ลอยกระทง,ฝันว่าได้ไปลอยกระทง หรือฝันเกี่ยวกับลอยกระทง มีธุปเทียนประดับ ทำนายว่า ถ้าหญิงดวงใสชุ่มชื่นพึง ชายเนื้ออยู่ ถ้าเป็นชายจะได้ชายดีตำแหน่งในพาที่พึงใจ
509,ลองแพ,ผู้ใดฝันว่า ได้ลองแพหรือนั่งลองแพ กระแสน้ำเรื่อย ทำนายว่า จะหามคราม พ้นทุกข์ จะได้มีชายดีจากเพื่อนผู้และญาติมิตรมาใจ ลาภจะมีมาภายหลัง
510,ล่าเสือดาว,ชายใดฝันว่า ได้ไปล่าเสือดาว และอำเสือดาวข้าง ทำนายว่า จะได้รับความเจือกร้อนในระยะแรก แต่จะมีใผู้พอใจช่วยเหลือ หรือชายให้ชายและสกุลการภายหลัง
511,สากฉุด,ฝันว่าได้ดูดสากฉุดหรือมีคนให้ หรือมีโชค
512,เดินป่าไผ่,หญิงชายได้ฝันว่า เดินเดินไปในป่าไผ่ ผ่านพ้นไปได้ หายป่วย จะมีโชคลาภ ถ้าหักไผ่จนล้ม ทั้งงาน หรือเจ็บใส ให้ดีป่วยก่อนแล้วจะมีโชคดีมากมายหลัง
513,ล้าง,ฝันว่าได้ล้างหน้าด้วยตัวเอง หายป่วย จะได้เงิน และเกียรติยศคุณ ฝันว่าล้างเท้า หายป่วย จะได้เปลี่ยนแปลงหน้าที่ หรือการค้าขายไปในทางดี ถ้าฝันว่า ล้างภาชนะสิ่งของเครื่องใช้ ภายในบ้าน จะได้รับข่าวดีจากญาติมิตร
514,ลักโมย,หญิงชายได้ฝันว่า คนเอาของลักเลาะหิ้ง เศรษฐี หรือฝันว่าถูกโจรขโมยบ้าน หายป่วย จะมีเคราะห์ที่ป่วยจะหาย หรือทรัพย์สินที่หายจะได้คืน
515,ลูยโคลน,(ดูคำว่า 'โคลน' อีกษา ค.)
516,ลูกไก่,หญิงชายใดฝันว่า ได้พบลูกไก่แล้ว หรือมีคนให้ลูกไก่ให้ดู มีความหมายว่า การพึ่งดี เจ้าจะมีบุตร หรือลูก ในหน้าที่จะเจริญขึ้น
517,ลูกเขื่อน,ฝันเห็นลูกเขื่อน หรือใส่ลูกเขื่อนแขน หรือลูกเขื่อนพ่วง ทำนายว่า จะได้รับความเป็นสิริมงคล ปราศจากภัย ถ้าฝันว่าถูกลูกเขื่อนเข้าไปในตัว ทำนายว่า ระวัง เคราะห์ หรือจะชนะศัตรู หรือจะได้สิ่งดี
518,เสื้อ,ฝันเห็นเสื้อ หรือได้รับเสื้อใส่ ทำนายว่า จะต้อง เปลี่ยนแปลงหน้าที่ หรือการงานใหม่ จึงจะมีลาภ หรือดีขึ้น
519,โลงศพ,ฝันเห็นโลงศพหรือใส่ศพ ฝันผี หรือดู หิ้วโลงศพผ่านมา ทำนายว่า จะได้รับโชคลาภใดๆ หรือ เปลี่ยนแปลงหน้าที่การงานไปในทางดี
520,ลูกปลา,ฝันว่าใครเอาลูกปลากินกับเม็ดเล็ก ๆ สีดำ ๆ มาโปรยใส่ตัวเรา ทำนายว่า จะมีเคราะห์ หรือลูกคนใส่ร้าย
521,เขื่อน,ฝันว่าดูเขื่อน หรือตักดินสร้างเขื่อน หมายถึงการดำเนินงานจะมีผล หรือตกในเรื่องโกรธความยุ่งยาก ผู้ที่กำลังมีคดีความหรือความใจร้อน จะได้พบคนอนุเคราะห์ให้
522,หัวล้าน,ฝันว่าศีรษะคนเป็นล้าน หายป่วย จะหายจากการฝันร้าย หากเป็นตำรับไทยแล้ว ความหมายเป็นดี เคราะห์และอุปสรรค เสียจะกลับดี หรือร้ายจะกลับดี เปลี่ยนเป็นดี
523,ลูกแมงป่อง,ฝันถึงลูกแมงป่อง (แมลงกิ้งก่า) ทำนายว่าจะเกิดความทุกข์ร้อน หรือเศร้าโศกเศร้าใจได้ง่าย หรือความเจ็บระวาดเปื่อยเฟื่อย
524,สาม,ฝันว่าสามและขาดกิน หรือฝันว่าคิดใน ทำนายว่าจะใจดี มีการฮีดให้ไว สำเร็จ ในขั้นแรกจะมีปัญหายาก แต่เจ้าต้องช่วยทำและพยายาม จึงจะได้รับผลดี
525,ละครง,ฝันว่าละครงหรือละครที่รื่นเริง หรือสนุกสนาน ทำนายว่า จะบันเทิงใจ และจะได้รับความสุขสนุกร่วม
526,ลูกปืนใหญ่,ฝันเห็นลูกปืนใหญ่จะยิงได้ลูกปืนใหญ่ของปืนเก่า ทำนายว่า จะมีชื่อเสียง หรือมีงานสำคัญเป็นที่ดัง กำลังได้วาสนาบารมี หรือค่อนเป็นค่อยไป
527,ลูกข่าง,ฝันเห็นลูกข่างกำลังหมุน หายป่วย ลำบากและยุ่งยากในหน้าที่การงาน แต่จะมีโชคดี เจ้าจะยุ่งวุ่นวายแก้ปัญหาหนักใหญ่ เหตุการณ์ที่จะกลับเป็นดี
528,เล็บ,ฝันว่าตัดเล็บตนเอง ถ้าตัดเล็บมือ หายป่วย จะหายเคราะห์ หรือหายจากโรคเจ็บป่วย จะมีความสุข ถ้าตัดเล็บเท้า หายป่วย จะมีการโอนย้ายหรือที่ทำงานหรือจะมีการดำเนินไปไกล ๆ แต่ไม่มีอันตรายอย่างใด
530,แว่นตา,หญิงชายใดฝันว่าใส่แว่นตา หรือความผิดพลาดเรื่องดวงตา จะได้รับเคราะห์ หรือความผิดหวังเกิดขึ้น จากนั้นก็จะได้สินค้าดีจากทางโชค
531,วัง,ฝันเห็นวัง เป็นความฝันที่ดี ผู้แลจะได้ยศศักดิ์ที่ดี หรือตำแหน่งสูงขึ้น ถ้าประกอบการค้าจะมีผลกำไรมาก
532,วงเวียน,ฝันว่าเดินรอบวงเวียน หรือเอาเท้าเปื่อนในพื้นที่แห่งหนึ่ง ทำนายว่า จะได้รับเดือดร้อนจากคำพูดที่มีอันตรายกับคนในบ้าน
533,ว่ายน้ำ,หญิงชายใดฝันว่า ว่ายน้ำเก่งแล้ว หรือว่ายน้ำตื่นไปได้ ทำนายว่า จะหนีเคราะห์ที่หลีกเลี่ยงได้ ถ้าหน้าฝนตื่นไปไม่ได้หรือกำลังจะจม ทำนายว่า จะได้รับเคราะห์ที่หลีกเลี่ยงไม่ได้
534,เรือง,หญิงชายใดฝันว่า ตกลงมหาสมุทรแล้วแกว่งได้ ทำนายว่า จะได้รับเคราะห์ใหญ่ในทางเสียเลือด มีคนนิ้วพาไปสู่อันตราย ฝันนั้นตกไปในสายน้ำที่อันตราย จะได้รับสิ่งที่เสี่ยง
535,วัด,(ดูคำว่า ใบเสด็ก อักษร น) วงกด ฝันว่าได้เดินขึ้นไปบนเขาวงกด เป็นเท็งคอง คดมา หายว่า งานที่คิดไว้แล้วจะมีอุปสรรคเข้ามาพินผสวกรีม ในภาษหลังทรัพย์จะได้รับเคราะห์ก่อน จึงจะมีโชคขมสุขภาษดี
536,วัวควาย,ฝันว่าทะเลาะวิวาท กับคนแปลกหน้า ทำนายว่า จะได้รับข่าวทางไกลจากญาติมิตร ถ้าเห็นคนวิวาทที่ชั่วร้าย กันล้วนแล้ว ทำนายว่า จะได้รับลาภลอยหรือการเสี่ยงได้
537,เวที,ฝันเห็นเวทีการแสดง หรือฝันตัวเองได้ขึ้นไปแสดง อะไรอย่างหนึ่งบนเวที ทำนายว่า จะถูกหลอกหลงหรือให้โกหก มีคนสนิท หรือมิตรสหายจะถูกข่มโกงหลอกลวง
538,ว่าว,ฝันว่าคนเอาดาบมาให้ หรือผมได้ดาบ ทำนายว่า จะหมดเดือดร้อน และสำเร็จการงาน ภายหลัง
539,วิ่ง,ฝันว่าคนเอาไปอยู่ลงดีเท่าไหร่ หรือแค่ วิ่งตาม ทำนายว่า กำลังเป็นคนเจือจางจากโรค แต่กำลังเข้าขั้น หึงหวงกัน สะดุดใจ ไม่รู้สึกเหนื่อยหน่าย ทำนายว่า อาจจะเลิกคิดกิน อย่างสงบ ไม่ใจจี้ยุ่ง
540,เรียนหนังสือ,ฝันว่าได้ไปเรียนเขียนหนังสือหรือ หายปวดเศีรษะจากโรคปวดหัวเป็นฝันดี ทำนายว่า จะได้รับเกียรติ เสียงดีดัง หรือได้รับเลื่อนยศและตำแหน่งขึ้น ถ้าเป็นนักเรียน ๆ จะเปลี่ยนฐานะเป็นไปดี
541,ว่าย,ฝันว่าได้ศึกษาว่ายหรือวิทยาการอย่างหนึ่ง หมายว่าจะได้รับปัญญาจากเพื่อนฝูงหรือถูกทำให้เฉลียวฉลาด เพื่อตั้งตัว หรือจะได้เดินทางไปต่างประเทศ
542,ศาลา,หญิงชายใดฝันว่า ได้เข้าไปนั่งเศยในศาลา กำลังใหญ่ หมายว่า จะได้รับความสุขสบาย และครอบครัวจะอยู่ดี กินดีอยู่สบายพอสมควร
544,ศีรษะ,หญิงชายใด ฝันเห็นว่าก็ศีรษะของตนเอง เช่น ฝันว่าเอาน้ำไปหดศีรษะหรือแปรงศีรษะ หมายว่า จะมีญาติสมาคม หรือฝันว่า มีเหาขึ้นบนศีรษะก็ได้ เงินทอง หรือลูกผู้หญิงเสี่ยงโชค หรือฝันว่าตัดศีรษะจึงดี
545,ศาลพระภูมิ,""
546,กบราหรูป,หญิงชายใดฝันว่าได้เห็นกบราหรูปนั้น ฝันนี้เป็นนิมิตดีจะมีอำนาจปกครองผู้ใต้บังคับบัญชาหรือผู้อยู่ภายใต้อำนาจ
547,เศร้าโศก,หญิงชายใดฝันนั้น เศร้าใจหรือเศร้าโศก ต้องกลับฝัน หมายว่า จะได้รับโชค หรือสิ่งมีค่าจากคนใกล้ชิด
548,ศิลา,ฝันเห็นแท่งศิลา หรือก้อนหินใหญ่ คือ ศิลาบุคคล หมายว่างานที่ตั้งใจว่าจะทำให้สำเร็จมีอุปสรรค หรือจะมีโชคมาให้จับได้ชิ้นใหญ่ชิ้นเดียวในการจะให้เป็นหลักฐานดี
549,ศีล,ฝันว่าตนเองได้เข้าไปรับศีล พึงกลับฝัน หมายจึงดี หมายว่า จะหมดอุปทวะ หรือจากโรคภัยหาย จะได้งานดีและกำไรจากที่การงาน
550,ศาลเจ้า,ฝันเห็นศาลเจ้า หรือเข้าไปนั่งในศาลเจ้า หรือนำกิ้งไปไหว้ทางกุม หมายว่า จะหมดอุปทวะ หรือมีผู้มีอันดับช่วยแนะนำ หรือมีชายาหญิงรู้จักหาเงิน
551,เครื่องโทรม,ฝันว่า ได้รับเครื่องโทรม หรือเปื้อนเศษอาหารกินจานที่พังพอพอ หมายว่า จะได้รับเคราะห์จากการป่วยเจ็บ หรือเสียเงินทองเพราะคนในบ้าน
552,ศัตรู,ฝันเห็นศัตรูตน หรือมีศัตรูมาทำร้าย หรือต้องสู้กับศัตรู หมายว่า จะหมดเคราะห์หรือหายจากโรคที่ทำให้ปวดและจะได้จากความมากมายหลัง
553,เศรษฐี,ฝันว่าตนเป็นเศรษฐี เป็นความฝันร้าย หมายว่าจะมีเคราะห์ หรือป่วยเจ็บ
554,สรวง,หญิงชายใดฝันว่าได้ยินเสียงสรวงดัง หมายว่า จะเป็นนิมิตเสริมเกษม จะได้เลื่อนตำแหน่งยศยิ่งขึ้น หรือสำคัญได้รับค่าตอบแทนและผลกำไรงาม
555,สวดมนต์,หญิงชายใดฝันว่า ได้นั่งสวดอ่านคาถา หรือกำลังคุมภาวนา หมายว่า เป็นนิมิตเด่น จะหมดทุกข์และหายจากโรคภัยต่าง ๆ แม้ศัตรูคิดร้ายคิดถึงอันตราย
556,สถานี,หญิงชายใดฝันว่าได้ไปรอสถานีรถไฟเพื่อเดิน หมายว่า จะได้มีโมทนาคารหรือเดินทางจากการเสียเงินเพื่อประโยชน์
557,สตรี,ชายใดฝันว่าได้พบสตรีแปลกหน้า และได้พูดคุยกัน หมายว่าจะได้รับข่าวดีทางฝ่ายมารดาหรือจากเพศตรงข้าม ในทางดี
558,สมาธิ,หญิงชายใดฝันว่าได้ไปกิจกรรมสงบลงไฟหรือการปฏิบัติที่สงบอย่างสมาธิกรรม หมายว่า จะเปลี่ยนแปลงหรือโยกย้าย หน้าที่การงานในทางดี
559,สบู่,หญิงชายใดฝันว่า ได้เห็นหรือได้ใช้สบู่ รางกาย หมายว่า จะได้รับข่าวดีจากญาติมิตรทางไกล หรือมีการโอกาสปฏิวัติแปลงท้องอุดรการงานจราจร
560,สมอเรือ,หญิงชายใดฝันว่า ได้เห็นสมอเรือทิ้งลงน้ำ หมายว่า การที่คิดไว้จะไปสำพร้อง หรือจะได้รับข่าวร้าย รางกายติดเคราะห์ทางไกล
561,สมุด,ฝันได้ว่าจับสมุดเขียน หนังสือ หรือบันทึก หากเขียนใส่กันในข้อนั้น หมายว่า จะได้รับข่าวดีจากพี่น้องหรือจะมี การเดินทางไกล
562,สวน,หญิงชายใดฝันว่า ได้เดินเล่นอยู่ในสวนสวยงามนั้น หมายว่า จะหมดเคราะห์ ที่เจ็บจะหาย ซึ่งก็จะคลาย และจะได้ยิ่งการเสริมสร้างหน้าที่ในการงาน
563,สร้าง,ฝันถึงสิ่งปลูกสร้าง หรือว่าสร้างบ้านในที่ดิน ของตน หมายว่า จะต้องเดินทางไกล และอาจประสบอันตรายได้
564,สายสิง,หญิงชายใดฝันว่า มีผู้นำสายสิงมาให้ หรือเอาสายสิงไว้ในกิ้งแขน หมายว่า จะต้องเสียเงิน หรือย่อมเดือดร้อนเพราะสาเหตุน้อยนิด
565,สายสร้อย,หญิงชายใดฝันว่า ได้สวมสายสร้อยคอ หรือสร้อยข้อมือ หมายว่า จะได้พบเพศตรงข้ามที่พึงพอใจ ถ้าเป็นหญิงมีครรภ์ จะได้บุตรหญิงน่ารัก ชายจะได้ลาภเป็นความสุขใจ หรือลาภข้าวของมีค่า
566,เล็บมือ,คนเก็บเล็บมือ หรือเล็บใหม่ หรือได้รับของ วัตถุที่เป็นเล็บ ๆ เช่น เอือก หรือป่าน หรือค้าย หมายว่าจะได้รับข่าวจากญาติมิตรทางไกล หรือมีเรื่องนำจะมีคนนำกิ้งมาให้กิน
568,เสาเงิน,ฝันว่าเห็นเสาเงินหรือเสาทอง หรือเจ็บเก็บตัวจะเก็บไว้สำหรับผู้ที่สำคัญ หมายว่าจะได้เงิน หรือจะมีเพื่อนคู่ช่วยเหลือในการงานและเศรษฐกิจดี
569,เสาเรือน,ฝันว่าเสาเรือนในบ้านกำลังล้ม หรือพึ่งล้ม เสาเรือนแตกหักเสียหาย หมายว่า จะต้องระวังเคราะห์ หรือมีความโศกเศร้าในครอบครัว
570,เสื่อผ้า,ฝันว่าได้ความเสื่อผ้าใหม่ หมายว่า จะพ้นจากโรค ถ้าฝันว่าได้ทอเสื่อผ้าออกจากบ้าน หมายว่า จะมีข้าวปลาอาหาร บางครั้งจากคนใจดี หมายว่า จะมีคนมาช่วยอยู่
571,สำปา,ดูคำว่า 'เรือ' อีกครั้ง
572,แส้,ดูคำว่า 'แซ่' อีกครั้ง
573,แม่ลิง,ฝันเห็นแสดงเป็นลางราย หรือจะจน หรือยา จะได้รับการเปลี่ยนแปลงหน้าที่ หรือโอนย้าย หรือมีคนจะแยกออกไป
574,สาก,หญิงชายผู้เห็นสากค้ำบ้านก็ดี หรือจงเจง หรือยา หญิงใจดีจะได้พบหรือเจอคู่ในเครื่องแบบ หรือจะได้น้อง ของขวัญจากเพศตรงข้าม หรือได้ดีจากผู้ชายหลาย
575,สายสัญญาณ,ฝันว่าจับต้องสายสัญญาณที่ฟ้าแรงบิน หรือฝันว่าผู้ใหญ่เอาสายสัญญาณมาคล้องคอ แสดงถึอ เขียน มีเมตตากรุณา ทายว่า จะมีผู้ใหญ่ช่วยเหลือ หรือได้เลื่อนตำแหน่ง หรือดีที่การงาน
576,สารถี,ฝันเห็นสารถีขับรถมา หรือเห็นรถเทียมลาน ว่าดี มีผู้ขับที่ใส่เครื่องแต่งกาย ทายว่า จะได้เลื่อนตำแหน่งที่การงาน หรือการค้าจะเปลี่ยนแปลงไปในทางดี
577,สายสะพาย,(ความหมายอย่างเดียวกับ สายพราน)
578,ส่องกระจก,ดูคำว่า กระจก อีกครั้ง
579,กระรอก,ฝันว่าจับลูกของแมลงวันอกใส่จากที่ใดแห่งหนึ่ง นับเป็นความดีใสใข้าใจ ทายว่า จะได้ฉลากหรือในเงินจากการเก็บ หรือได้นาทองใสพอใจ
580,สีดา,ฝันเห็นสีดาหรือใส่เครื่องสีดา หรือกิ่งดาวนาง ใหญ่ ทายว่า จะต้องเดินทางไกล หรือมีเรื่องยุ่งยากหรือร้าย ทางการงาน
581,สุกร,ฝันเห็นสุกรหรือใครเอาสุกรมาใส่เครื่องใส่อื่น ใส่สายโซ่หรือนำมาผูกหลุกไก่ใน ทายว่า จะได้รับโชคลาภ จากเชื่อมิ่งหรือมิตรดี
582,สำลี,ฝันเห็นสำลีหรือปุยนุ่น หรือได้รับข้าวของดีมาก ใส่หรือทับมาได้สำลี ทายว่า จะได้รับความจากญาติดีพวกญี่หื่อ เชื่อมิ่ง หรือจะได้รับใช้ได้จากการเสี่ยง
583,สังกะสี,ฝันเห็นแผ่นสังกะสี หรือผังกะสีหรือสังคราม ชิ้นใหญ่หรือบิ่นรู ทายว่า จะเสียชีวิตหรือเจ็บร่างกายในเวลา
584,สระ,ฝันว่าเข้าไปเล่นน้ำลอยอยู่ในน้ำ หรือให้นางกิ่งลดน้ำ ลอยน้ำ ทายว่า จะหมดโครงข่าย หรือได้รักษาโรคภัย จะอยู่นี้เป็นสุข
585,เสียงวิด,ฝันว่าได้ยินเสียงวิด หรือวิดวิด หรือนึก คนว่ากระแสแรงเผ่าหน้าไป ทายว่า จะต้องเสื่อม มีความยาก หรือมีการมรณกรรมในครอบครัว หรือในค้าน
586,ใส่เหรียญ,ฝันว่าใส่เหรียญ หรือโยน หรือคำรน ทายว่า จะได้ลาภจากการเสี่ยงโชค หรือลาภทางการค้าขายที่ขายได้ขาย
587,สายตะพาย,ฝันว่า เอาสายตะพาย หรือเชือกใหม่ จูงเก่า จูงว่าหรือถือที่บีบในมือ ทายว่า จะได้รับข้าวของดีจากทางไกล หรือได้รับข้าวถ้ำใหม่ในบ้าน
588,เสียงชี,ฝันเห็นเสียงชี หรือได้ยินเสียงป่างใส่ในกลางแปลง ทายว่า เป็นความสุขดี จะได้รับเสื่อมหรือความแห่งรักดี หรือได้รับชื่อเสียงในทางดีเจน
589,สลัก,ฝันว่าสลักหรือแกะสลักรูปใน ทายว่า จะได้เสี่ยงแม้นมิหรือการงานใหม่ และสุขในงานที่กำลังทำ ฝันเจียมหรือสลักอื่น ทายว่า บุตรจะมีอ้อยสยามใสแจ้งศักดิ์
590,สุบ,ฝันว่าสุบบุกไผ่ ปลายให้แล้วแหลม ทายว่า จะได้ให้ช่วยชาติ หรือความเสียหายเสียใจรอย หรือเศร้าเศร้าใจที่มาก
591,สมใจ,ฝันว่าได้ไปงานสมใจ หรือใบงานประสำ ใหม่ คนมีความคิดจะคิดมากจากกบกับผีโดด ทายว่า การที่คิดไว้จะสำเร็จ ถ้าคิดร้อยดีจงจริง โคตร จะใต้ มีงสำเร็จ
592,แสง,ถ้าฝันเห็นแสงสว่างใส่ห้องแปลเจียม ไม่ใช่ที่กิ่งจิรันปอยุ่งเร่งเรื่อง ครอบครัวจะสุข กิการสว่างดี
593,หงอนไก่,ฝันเห็นหงอนไก่หงอนแดงจัด หรือดก หงอนไก่ ทายว่า จะได้รับภัยตรายจากไฟ หรือปฏิเพ้ มีอะไรจะได้รับความตื่นตกใจ ทำให้ป่วยเจ็บร่างกาย
594,หมา,หญิงชายได้ฝันว่าถูกลิงหรือหมากัด ทายว่า จะเคราะห์ร้าย หรือได้รับเคราะห์ร้ายกดคู่รู้หรือจากคนใกล้ชิด นำ ฝันว่าลูกน้องเช่ามาเลี้ยงเช่งเลี้ยงฯา ทายว่า ศัตรูจะเข้ามาเป็นมิตรที่ร้ายจะกลายเป็นดี ถ้าฝันว่าได้คู่สูญหมาหวานปุปาก ทายว่า คนในบ้านค่อยๆกำจะก่อความเดือดร้อนให้ท้ายคิตง
596,หมู,หญิงชายได้ฝันว่าได้ฆ่าหมู หรือเชือดคอหมู ทายว่า จะได้รับความเดือดร้อน ต้องโอกาสย้ายที่อยู่หรือที่ทำงาน ได้บรรเลงเนื้อหมู ทายว่า จะหมดเคราะห์ หรือมีกำไรได้ใจเดา ให้เสี่ยงดัน
597,หนวด,ฝันว่าได้เห็นหนวด หรือโกนหนวดที่ยาว ทายว่า จะต้องมีปากเสียกับคนในบ้าน หรือในที่ทำงาน
598,หญ้า,ฝันว่าได้นั่งบนหญ้าเช่นเนื่อง หรือมองลามหญ้า จะได้รับโชค หรือมีสามีที่มีเศร้าเศร้า
599,หนอน,ฝันว่าได้จับหนอน หรือมีหนอนบุกใส่ข้าเมือง จากกายเวล หรือค้นต้นในนา หรือตามสักได้สู้กาน ทายว่า จะได้ลาภ หรือการค้าขายดี
600,หนู,ฝันว่าหนูเข้ามาจับอยู่ในเรือน หรือได้จับหนู ทายว่า จะได้งดจากการเสี่ยง หรือจากคลอ ฝันว่า หนูสีขาว จะได้รับลาภมิส หรือเสี่ยงเงินแล้วเจือง
601,หนำ,ฝันว่าตมมองคำหนำ หรืออดชริงเดิงอินหนำ หรือให้นำคี่งเดิงคงเย่น หรือตามตรากนิรา ท่านจะหมดเครายก์ หรือจะได้รับบุญโครทะนำตำที่หายถุจใหญ่ หรือการจังเติมค้าคาบ
602,ใหญ่,ฝันว่าเห็นสิ่งใหญ่ หรือสิ่งของขนาดใหญ่ สัตว์ใหญ่ หรือจากการใหญ่โต หมายว่า จะได้รับความสำเร็จ
603,ห่วง,ฝันเห็นห่วงทอง หรือห่วงเหล็ก หรือสร้อยทอง กำไลแท้ หมายว่า จะได้บุตรจากคนดี หรือจะมีโชคดี
604,หวาย,ฝันว่าทำเครื่องด้วยหวาย หรือเก็บหวาย หมายว่า จะหมดเสาะห์ หรือพ้นจากโรคภัยไข้เจ็บ หรือจะมีลาภ และจะมีลาภมากมายหลัง
605,หลุม,ฝันว่าเดินตกลงไปในหลุมอุโมงค์ หรือหลุมดิน กระรอกแต่กรีงอยู่ในหลุม หมายว่า จะหมดเสาะห์ หรือพ้นจากโรคภัย หรือจะมีลาภแล้วมีลาภ
606,ห่านไก่,ฝันว่าได้รับห่านหรือได้กินห่านไก่ หมายว่า จะได้ลาภจากการเสี่ยง หรือลาภจากการค้าขาย
608,หัวค้าน,ฝันเห็นคนหัวค้านผ่านทาง หรือเก็บแก้วใส หมายว่า จะได้รับความเดือดร้อนเป็นร้อนใจจากเพื่อนบ้านหรือคนในบ้าน
609,หางกระรอก,ฝันว่าถูกกระรอกกัด หรือเห็นหางกระรอก หมายว่า จะเป็นที่รัก หรือขอใจกัน ทำให้เกิดความสุขในครอบครัว
610,หัวหมู,ฝันเห็นหัวหมู หรือเครื่องปรุงอาหาร หรือหมูย่าง หมายว่า จะได้รับโชคจากการซื้อ หรือได้เลื่อนตำแหน่งในการงาน
611,กิงห้อย,ฝันเห็นกิงห้อยมีแสงเรือง จ ที่หนี บินกินมากเป็นคลื่น ทายว่า จะได้รับโชคในด้านหนึ่ง หรือเกียจกับไก่โชคดีกลัวในบ้านหรือครอบครัว
